"file","golden","symbols"
"fixtures/corpus/component-mechanical-torque-driven-damper-reaches-steady-speed.frees","true","MechGround;RotationalDamper;TorqueSource"
"fixtures/corpus/component-metadata-resolves-variable-literal-and-string-param-bindings.frees","true","TwoPhaseEvaporatorUA"
"fixtures/corpus/component-metadata-shared-variable-resolves-to-same-value-under-each-instance.frees","true","LiquidWallHX"
"fixtures/corpus/component-moist-air-air-handling-train-carries-humidity-through-connects.frees","true","CoolingCoil;HeatingCoil;MixingBox;MoistAirSink;MoistAirSource"
"fixtures/corpus/component-moist-air-heating-coil-adds-sensible-heat-at-constant-humidity.frees","true","HeatingCoil"
"fixtures/corpus/component-moist-air-humidifier-adds-moisture-and-enthalpy.frees","true","Humidifier"
"fixtures/corpus/component-moist-air-mixing-box-conserves-dry-air-water-and-energy.frees","true","MixingBox"
"fixtures/corpus/component-moist-air-moist-air-cannot-connect-to-dry-thermofluid.frees","true","MoistAirSource"
"fixtures/corpus/component-motor-battery-drives-motor-against-road-load-across-domains.frees","true","BatteryThermal;DCMotor;Ground;MechGround;RotationalDamper;ThermalSource"
"fixtures/corpus/component-networks-fan-duct-operating-point-solves.frees","true","Duct;FanCurve"
"fixtures/corpus/component-networks-fan-duct-real.frees","true","enthalpy;Fan;Pipe"
"fixtures/corpus/component-niche-battery2rc-shows-combined-dc-resistance-at-steady.frees","true","Battery2RC;Ground;Resistor"
"fixtures/corpus/component-niche-current-source-forces-its-current-through-a-load.frees","true","CurrentSource;Ground;Resistor"
"fixtures/corpus/component-niche-flow-sensor-passes-flow-through-and-reports-it.frees","true","FlowSensor;Sink"
"fixtures/corpus/component-niche-isa-atmosphere-matches-the-standard-layers.frees","true","isa_t;isa_p;isa_rho"
"fixtures/corpus/component-niche-thermal-sensor-reads-node-temperature-without-drawing-heat.frees","true","ThermalSensor;ThermalSource"
"fixtures/corpus/component-nozzle-cd-nozzle-expands-and-produces-thrust.frees","true","Nozzle"
"fixtures/corpus/component-pneumatic-actuator-balances-gas-force-against-a-mechanical-load.frees","true","PneumaticActuator;PneumaticSupply;TransDamper;TransGround"
"fixtures/corpus/component-pneumatic-choked-flow-is-independent-of-downstream-pressure.frees","true","PneumaticAtmosphere;PneumaticOrifice;PneumaticSupply"
"fixtures/corpus/component-pneumatic-orifice-flows-subsonic-above-the-critical-ratio.frees","true","PneumaticAtmosphere;PneumaticOrifice;PneumaticSupply"
"fixtures/corpus/component-pneumatic-volume-charges-through-a-resistance-toward-supply-pressure.frees","true","odevalue;finalvalue;minvalue;PneumaticSupply;PneumaticVolume"
"fixtures/corpus/component-port-units-fan-duct.frees","true","enthalpy;Fan;Pipe"
"fixtures/corpus/component-powertrain-breadth-grade-road-load-adds-rolling-aero-and-grade-resistance.frees","true","ss;GradeRoadLoad;MechGround;SpeedSource"
"fixtures/corpus/component-powertrain-breadth-mean-value-engine-follows-its-torque-curve.frees","true","ss;MeanValueEngine;MechGround;SpeedSource"
"fixtures/corpus/component-powertrain-breadth-transmission-scales-speed-and-torque-with-efficiency.frees","true","ss;MechGround;RotationalDamper;SpeedSource;Transmission"
"fixtures/corpus/component-powertrain-engine-balances-road-load-at-steady-speed.frees","true","Engine;RoadLoad"
"fixtures/corpus/component-powertrain-slipping-clutch-transmits-torque-to-accelerate-the-driven-side.frees","true","Clutch;MechGround;RotationalDamper;TorqueSource"
"fixtures/corpus/component-powertrain-spring-mass-damper-settles-at-the-static-twist.frees","true","odevalue;finalvalue;Inertia;MechGround;RotationalDamper;RotationalSpring;TorqueSource"
"fixtures/corpus/component-psychro-cooling-coil-condenses-and-removes-sensible-plus-latent-heat.frees","true","temperature;CoolingCoil;MoistAirSink;MoistAirSource"
"fixtures/corpus/component-thermal-conduction-between-two-fixed-temperatures-carries-fourier-heat.frees","true","Conduction;ThermalSource"
"fixtures/corpus/component-thermal-surface-loses-heat-by-convection-and-radiation-at-a-three-way-node.frees","true","cv;Convection;Radiation;ThermalSource"
"fixtures/corpus/component-transient-battery-rc-steady-shows-combined-dc-resistance.frees","true","BatteryRC;Ground;Resistor"
"fixtures/corpus/component-transient-battery-rc-transient-relaxes-its-polarization-voltage.frees","true","odevalue;finalvalue;minvalue;BatteryRC;Ground;Resistor"
"fixtures/corpus/component-transient-ev-battery-warms-up-and-depletes-under-load.frees","true","odevalue;finalvalue;maxvalue;BatteryTransient;Conduction;Ground;Resistor;ThermalSource"
"fixtures/corpus/component-transient-fluid-accumulator-pressurizes-until-inflow-meets-outflow.frees","true","odevalue;finalvalue;Accumulator"
"fixtures/corpus/component-transient-inertia-spins-up-under-torque-against-a-damper.frees","true","odevalue;finalvalue;minvalue;Inertia;MechGround;RotationalDamper;TorqueSource"
"fixtures/corpus/component-transient-rc-circuit-charges-through-its-time-constant.frees","true","odevalue;finalvalue;timeat;Capacitor;Ground;Resistor;VoltageSource"
"fixtures/corpus/component-transient-same-storage-model-solves-steady-with-no-dynamic-block.frees","true","Conduction;ThermalMass;ThermalSource"
"fixtures/corpus/component-transient-thermal-mass-relaxes-toward-ambient.frees","true","odevalue;finalvalue;maxvalue;timeat;Conduction;ThermalMass;ThermalSource"
"fixtures/corpus/component-two-phase-two-phase-pipe-applies-the-lockhart-martinelli-multiplier.frees","true","Sink;TwoPhasePipe"
"fixtures/corpus/component-two-phase-txv-meters-flow-from-sensed-superheat.frees","true","ThermalSource;TXV;TXVSuperheat"
"fixtures/corpus/component-valve-datasheet-pump-curve-meets-valve-at-an-operating-point.frees","true","Valve"
"fixtures/corpus/component-valve-two-valves-in-series-share-flow-and-split-the-drop.frees","true","Valve"
"fixtures/corpus/component-valve-valve-sizes-flow-from-its-cv.frees","true","Valve"
"fixtures/corpus/component-variant-boundary.frees","true",""
"fixtures/corpus/component-variant-default-selector-picks-the-default-variant.frees","true",""
"fixtures/corpus/component-variant-library-compressor-defaults-to-isentropic-backward-compatible.frees","true","Compressor"
"fixtures/corpus/component-variant-library-compressor-volumetric-variant-determines-mass-flow.frees","true","Compressor"
"fixtures/corpus/component-variant-missing-required-param-of-selected-variant-errors.frees","true",""
"fixtures/corpus/component-variant-selects-the-named-variant-body.frees","true",""
"fixtures/corpus/component-variant-unknown-variant-is-rejected.frees","true",""
"fixtures/corpus/component-variant-unselected-variant-param-is-optional.frees","true",""
"fixtures/corpus/component-variant-variants-without-selector-param-are-rejected.frees","true",""
"fixtures/corpus/component-variant-widget.frees","true",""
"fixtures/corpus/components_bsweep_hydraulic_cq_lambda.frees","true","HydraulicOrifice;HydraulicSupply;HydraulicTank"
"fixtures/corpus/components_bsweep_mvem_wotmap.frees","true","MeanValueEngine;MechGround;SpeedSource"
"fixtures/corpus/components_bsweep_valve_characteristics.frees","true","Sink;Source;Valve"
"fixtures/corpus/components_definition_unused_beside_scalars.frees","true","Pump"
"fixtures/corpus/components_definition_without_instance.frees","true",""
"fixtures/corpus/components_enablers_dtable_slope.frees","true","dtable;dtable1"
"fixtures/corpus/components_family_ac.frees","true","EXV;EXVCmd;SigConstant;TwoPhaseSink;TwoPhaseSourcePH"
"fixtures/corpus/components_family_electrical.frees","true","r2;CurrentSource;Ground;Resistor;VoltageSource"
"fixtures/corpus/components_family_fluid.frees","true","FlowSensor;Mixer;Sink;Source;Splitter;Valve"
"fixtures/corpus/components_family_heat.frees","true","cv;Conduction;Convection;PIThermostat;ThermalSensor;ThermalSource"
"fixtures/corpus/components_family_hydraulic.frees","true","HydraulicResistance;HydraulicSupply;HydraulicTank;HydraulicValve"
"fixtures/corpus/components_family_liquid.frees","true","LiquidMixer;LiquidOrifice;LiquidSink;LiquidSource;LiquidThreeWayValve"
"fixtures/corpus/components_family_mechanical.frees","true","Gear;Inertia;MechGround;RotationalDamper;TorqueSource"
"fixtures/corpus/components_family_moistair.frees","true","AirFilter;HeatingCoil;MixingBox;MoistAirDamper"
"fixtures/corpus/components_family_pneumatic.frees","true","GasMixer;GasPipe;GasSource"
"fixtures/corpus/components_family_powertrain.frees","true","Differential;Engine;MechGround;RoadLoad;SpeedSource;TorqueSource;Transmission"
"fixtures/corpus/components_family_signal.frees","true","SigConstant;SigGain;SigMin;SigProduct;SigSaturation;SigSum"
"fixtures/corpus/components_family_twophase.frees","true","EXV;TwoPhaseExpansionValve;TwoPhaseSensor;TwoPhaseSink;TwoPhaseSourcePH"
"fixtures/corpus/components_g4_accumulator.frees","true","Accumulator"
"fixtures/corpus/components_g4_ahu.frees","true","temperature;AHU;MoistAirSink;MoistAirSource"
"fixtures/corpus/components_g4_aircoil.frees","true","AirCoil;MoistAirSink;MoistAirSource;TwoPhaseSink;TwoPhaseSource"
"fixtures/corpus/components_g4_anoderecirc.frees","true","AnodeRecirc;PneumaticAtmosphere;PneumaticSupply"
"fixtures/corpus/components_g4_atmospheresource.frees","true","AtmosphereSource;Sink"
"fixtures/corpus/components_g4_batterycellmap.frees","true","cv;BatteryCellMap;Convection;CurrentSource;Ground;ThermalSource"
"fixtures/corpus/components_g4_batteryrc.frees","true","BatteryRC;Ground;Resistor"
"fixtures/corpus/components_g4_batterythermal.frees","true","BatteryThermal;Ground;Resistor;ThermalSource"
"fixtures/corpus/components_g4_blendsensor.frees","true","BlendSensor;BlendSink;BlendSource"
"fixtures/corpus/components_g4_cam.frees","true","ss;Cam;MechGround;SpeedSource;TransDamper;TransGround"
"fixtures/corpus/components_g4_camfollower.frees","true","CamFollower;ForceSource;TransGround"
"fixtures/corpus/components_g4_catalystlightoff.frees","true","enthalpy;temperature;CatalystLightOff;Sink"
"fixtures/corpus/components_g4_celltopackthermal.frees","true","CellToPackThermal;Convection;ThermalSource"
"fixtures/corpus/components_g4_clutch.frees","true","ss;Clutch;MechGround;SpeedSource"
"fixtures/corpus/components_g4_clutchcmd.frees","true","ss;ClutchCmd;MechGround;SigConstant;SpeedSource"
"fixtures/corpus/components_g4_combustor.frees","true","Combustor"
"fixtures/corpus/components_g4_compressor.frees","true","Compressor;Sink;Source"
"fixtures/corpus/components_g4_compressormap.frees","true","CompressorMap;Sink;Source"
"fixtures/corpus/components_g4_contactresistance.frees","true","ContactResistance;ThermalSource"
"fixtures/corpus/components_g4_coolingtower.frees","true","CoolingTower;LiquidSink;LiquidSource;SigConstant"
"fixtures/corpus/components_g4_diffuser.frees","true","Diffuser;MoistAirSink;MoistAirSource"
"fixtures/corpus/components_g4_diode.frees","true","Diode;Ground;Resistor;VoltageSource"
"fixtures/corpus/components_g4_duct.frees","true","Duct"
"fixtures/corpus/components_g4_ejectormomentum.frees","true","EjectorMomentum;TwoPhaseSink;TwoPhaseSourcePH"
"fixtures/corpus/components_g4_electrolyzerthermal.frees","true","ElectrolyzerThermal;Ground;LiquidSink;LiquidSource;VoltageSource"
"fixtures/corpus/components_g4_endstop.frees","true","EndStop;ForceSource;TransGround"
"fixtures/corpus/components_g4_enthalpywheel.frees","true","EnthalpyWheel;MoistAirSink;MoistAirSource"
"fixtures/corpus/components_g4_evaporativecooler.frees","true","temperature;EvaporativeCooler;MoistAirSink;MoistAirSource"
"fixtures/corpus/components_g4_exhaustpipethermal.frees","true","enthalpy;temperature;ExhaustPipeThermal;Pipe;Sink;ThermalSource"
"fixtures/corpus/components_g4_expansionvalve.frees","true","ExpansionValve"
"fixtures/corpus/components_g4_fan.frees","true","Fan;Sink;Source"
"fixtures/corpus/components_g4_fancurve.frees","true","FanCurve"
"fixtures/corpus/components_g4_fanmap.frees","true","FanMap"
"fixtures/corpus/components_g4_fewcellcondenser.frees","true","FewCellCondenser;ThermalSource;TwoPhasePressureSink;TwoPhasePressureSource"
"fixtures/corpus/components_g4_fewcellevaporator.frees","true","FewCellEvaporator;ThermalSource;TwoPhasePressureSink;TwoPhasePressureSource"
"fixtures/corpus/components_g4_friction.frees","true","ss;Friction;MechGround;SpeedSource"
"fixtures/corpus/components_g4_fuelcellstackcooled.frees","true","FuelCellStackCooled;Ground;LiquidSink;LiquidSource;VoltageSource"
"fixtures/corpus/components_g4_gascooler.frees","true","enthalpy;temperature;GasCooler;ThermalSource;TwoPhaseSink;TwoPhaseSourcePH"
"fixtures/corpus/components_g4_gradeprofile.frees","true","odevalue;finalvalue;GradeProfile"
"fixtures/corpus/components_g4_gravitydrain.frees","true","GravityDrain"
"fixtures/corpus/components_g4_heatedduct.frees","true","HeatedDuct;Sink;Source;ThermalSource"
"fixtures/corpus/components_g4_heatercore.frees","true","temperature;HeaterCore;LiquidSink;LiquidSource;MoistAirSink;MoistAirSource"
"fixtures/corpus/components_g4_heatexchanger.frees","true","HeatExchanger;Sink;Source"
"fixtures/corpus/components_g4_hydraulicaccumulator.frees","true","HydraulicAccumulator;HydraulicSupply"
"fixtures/corpus/components_g4_hydrauliccylinder.frees","true","HydraulicCylinder;HydraulicSupply;TransDamper;TransGround"
"fixtures/corpus/components_g4_hydraulicdoubleactingcylinder.frees","true","HydraulicDoubleActingCylinder;HydraulicSupply;TransDamper;TransGround"
"fixtures/corpus/components_g4_hydraulicpilotcheckvalve.frees","true","HydraulicPilotCheckValve"
"fixtures/corpus/components_g4_hydraulicthermalvolume.frees","true","HydraulicOrifice;HydraulicTank;HydraulicThermalVolume;ThermalSource"
"fixtures/corpus/components_g4_hydraulicvalvecmd.frees","true","HydraulicSupply;HydraulicTank;HydraulicValveCmd;SigConstant"
"fixtures/corpus/components_g4_hydraulicvolume.frees","true","HydraulicOrifice;HydraulicSupply;HydraulicTank;HydraulicVolume"
"fixtures/corpus/components_g4_icestoragebrine.frees","true","IceStorageBrine;LiquidSink;LiquidSource"
"fixtures/corpus/components_g4_inductor.frees","true","Ground;Inductor;Resistor;VoltageSource"
"fixtures/corpus/components_g4_infiltration.frees","true","enthalpy;Infiltration"
"fixtures/corpus/components_g4_liquidexpansiontank.frees","true","LiquidColdPlate;LiquidExpansionTank;LiquidSink"
"fixtures/corpus/components_g4_liquidpipe.frees","true","LiquidPipe;LiquidSink;LiquidSource"
"fixtures/corpus/components_g4_liquidtank.frees","true","LiquidSink;LiquidSource;LiquidTank;ThermalSource"
"fixtures/corpus/components_g4_liquidvolume.frees","true","LiquidSink;LiquidSource;LiquidVolume"
"fixtures/corpus/components_g4_loadsensingpump.frees","true","HydraulicOrifice;HydraulicSupply;HydraulicTank;LoadSensingPump"
"fixtures/corpus/components_g4_membranehumidifier.frees","true","MembraneHumidifier;MoistAirSink;MoistAirSource"
"fixtures/corpus/components_g4_moistairduct.frees","true","MoistAirDuct;MoistAirSink;MoistAirSource"
"fixtures/corpus/components_g4_moistairfan.frees","true","Fan;MoistAirFan;MoistAirSink;MoistAirSource"
"fixtures/corpus/components_g4_moistairwallhx.frees","true","MoistAirSink;MoistAirSource;MoistAirWallHX;ThermalSource"
"fixtures/corpus/components_g4_movingboundarycondenser.frees","true","MovingBoundaryCondenser;ThermalSource;TwoPhaseSink;TwoPhaseSourcePH"
"fixtures/corpus/components_g4_multizonewall.frees","true","MultiZoneWall;ThermalSource"
"fixtures/corpus/components_g4_nozzle.frees","true","Nozzle"
"fixtures/corpus/components_g4_opentank.frees","true","LiquidSink;OpenTank"
"fixtures/corpus/components_g4_pcmmass.frees","true","odevalue;finalvalue;HeatSource;PCMMass"
"fixtures/corpus/components_g4_planetary.frees","true","MechGround;Planetary;RotationalDamper;SpeedSource"
"fixtures/corpus/components_g4_pmsm.frees","true","Ground;MechGround;PMSM;RotationalDamper;VoltageSource"
"fixtures/corpus/components_g4_pneumaticactuator.frees","true","PneumaticActuator;PneumaticSupply;TransDamper;TransGround"
"fixtures/corpus/components_g4_pneumaticcheckvalve.frees","true","PneumaticAtmosphere;PneumaticCheckValve;PneumaticSupply"
"fixtures/corpus/components_g4_pneumaticdoubleactingcylinder.frees","true","PneumaticDoubleActingCylinder;PneumaticSupply;TransDamper;TransGround"
"fixtures/corpus/components_g4_pneumaticservovalvecmd.frees","true","PneumaticAtmosphere;PneumaticServoValveCmd;PneumaticSupply;SigConstant"
"fixtures/corpus/components_g4_pneumaticthermalvolume.frees","true","odevalue;finalvalue;Convection;PneumaticOrifice;PneumaticSupply;PneumaticThermalVolume;ThermalSource"
"fixtures/corpus/components_g4_pneumaticvalve32.frees","true","PneumaticAtmosphere;PneumaticSupply;PneumaticValve32;SigConstant"
"fixtures/corpus/components_g4_pneumaticvalve52.frees","true","PneumaticAtmosphere;PneumaticSupply;PneumaticValve52;SigConstant"
"fixtures/corpus/components_g4_propeller.frees","true","Propeller"
"fixtures/corpus/components_g4_pumpmap.frees","true","PumpMap"
"fixtures/corpus/components_g4_quartercar.frees","true","sin;odevalue;finalvalue;QuarterCar"
"fixtures/corpus/components_g4_radiation.frees","true","Radiation;ThermalSource"
"fixtures/corpus/components_g4_radiator.frees","true","temperature;LiquidSink;LiquidSource;MoistAirSink;MoistAirSource;Radiator"
"fixtures/corpus/components_g4_regenerator.frees","true","Regenerator;Sink;Source"
"fixtures/corpus/components_g4_rotationalspring.frees","true","MechGround;RotationalSpring;TorqueSource"
"fixtures/corpus/components_g4_servovalvedynamic.frees","true","HydraulicSupply;HydraulicTank;ServoValveDynamic;SigConstant"
"fixtures/corpus/components_g4_sigderivative.frees","true","SigConstant;SigDerivative"
"fixtures/corpus/components_g4_sigfirstorder.frees","true","SigConstant;SigFirstOrder"
"fixtures/corpus/components_g4_sigintegrator.frees","true","SigConstant;SigIntegrator"
"fixtures/corpus/components_g4_sigleadlag.frees","true","SigConstant;SigLeadLag"
"fixtures/corpus/components_g4_sigpulse.frees","true","SigPulse"
"fixtures/corpus/components_g4_sigramp.frees","true","SigRamp"
"fixtures/corpus/components_g4_sigratelimiter.frees","true","SigConstant;SigRateLimiter"
"fixtures/corpus/components_g4_sigsecondorder.frees","true","SigConstant;SigSecondOrder"
"fixtures/corpus/components_g4_sigsine.frees","true","SigSine"
"fixtures/corpus/components_g4_sigspeedprobe.frees","true","ss;MechGround;SigSpeedProbe;SpeedSource"
"fixtures/corpus/components_g4_sigstep.frees","true","SigStep"
"fixtures/corpus/components_g4_sigtable.frees","true","SigTable"
"fixtures/corpus/components_g4_sigtime.frees","true","SigTime"
"fixtures/corpus/components_g4_sigvelprobe.frees","true","ForceSource;SigVelProbe;TransDamper;TransGround"
"fixtures/corpus/components_g4_steamreliefvalve.frees","true","SteamReliefValve;TwoPhasePressureSink;TwoPhasePressureSource"
"fixtures/corpus/components_g4_suctionaccumulator.frees","true","SuctionAccumulator;TwoPhaseSink;TwoPhaseSource"
"fixtures/corpus/components_g4_supercapacitor.frees","true","Ground;Supercapacitor;VoltageSource"
"fixtures/corpus/components_g4_thermalstoragetank.frees","true","LiquidSink;LiquidSource;ThermalStorageTank"
"fixtures/corpus/components_g4_threezonehx.frees","true","temperature;Sink;Source;ThreeZoneHX"
"fixtures/corpus/components_g4_torsionalbacklash.frees","true","MechGround;TorqueSource;TorsionalBacklash"
"fixtures/corpus/components_g4_transcriticalbackpressurevalve.frees","true","SigConstant;TranscriticalBackPressureValve;TwoPhasePressureSink;TwoPhasePressureSource"
"fixtures/corpus/components_g4_transmass.frees","true","ForceSource;TransDamper;TransGround;TransMass"
"fixtures/corpus/components_g4_transspring.frees","true","ForceSource;TransGround;TransSpring"
"fixtures/corpus/components_g4_turbocharger.frees","true","Turbocharger"
"fixtures/corpus/components_g4_twophasecap.frees","true","TwoPhaseCap;TwoPhasePressureSource"
"fixtures/corpus/components_g4_twophasechamber.frees","true","ThermalSource;TwoPhaseChamber;TwoPhaseSink;TwoPhaseSourcePH"
"fixtures/corpus/components_g4_twophasecondenser.frees","true","TwoPhaseCondenser;TwoPhaseSink;TwoPhaseSourcePH"
"fixtures/corpus/components_g4_twophasecondenserua.frees","true","TwoPhaseCondenserUA;TwoPhaseEnthalpySource;TwoPhaseSink"
"fixtures/corpus/components_g4_twophaseenthalpysource.frees","true","TwoPhaseEnthalpySource;TwoPhasePressureSink;TwoPhaseSensor"
"fixtures/corpus/components_g4_twophaseevaporator.frees","true","TwoPhaseEvaporator;TwoPhaseSink;TwoPhaseSourcePH"
"fixtures/corpus/components_g4_twophaseflowres.frees","true","TwoPhaseFlowRes;TwoPhaseSink;TwoPhaseSource"
"fixtures/corpus/components_g4_twophaseinternalhx.frees","true","TwoPhaseInternalHX;TwoPhaseSink;TwoPhaseSourcePH"
"fixtures/corpus/components_g4_twophaseinventory.frees","true","inv;TwoPhaseInventory;TwoPhaseSink;TwoPhaseSource"
"fixtures/corpus/components_g4_twophasepipe.frees","true","Pipe;Sink;TwoPhasePipe"
"fixtures/corpus/components_g4_twophasereceiver.frees","true","TwoPhaseReceiver;TwoPhaseSink;TwoPhaseSource"
"fixtures/corpus/components_g4_twophasevolume.frees","true","TwoPhaseSink;TwoPhaseSource;TwoPhaseVolume"
"fixtures/corpus/components_g4_twozonehx.frees","true","Sink;Source;TwoZoneHX"
"fixtures/corpus/components_g4_txv.frees","true","ThermalSource;TwoPhasePressureSink;TwoPhasePressureSource;TXV"
"fixtures/corpus/components_g4_txvsuperheat.frees","true","ThermalSource;TwoPhasePressureSink;TwoPhasePressureSource;TXVSuperheat"
"fixtures/corpus/components_g4_vacuumejector.frees","true","PneumaticAtmosphere;PneumaticSupply;VacuumEjector"
"fixtures/corpus/components_g4_vavbox.frees","true","enthalpy;VAVBox"
"fixtures/corpus/components_g4_vehiclebody.frees","true","VehicleBody"
"fixtures/corpus/components_g4_wallrc.frees","true","Convection;ThermalSource;WallRC"
"fixtures/corpus/components_g4_wheelbrakethermal.frees","true","ss;MechGround;SigConstant;SpeedSource;WheelBrakeThermal"
"fixtures/corpus/components_g4_zoneco2.frees","true","SigConstant;ZoneCO2"
"fixtures/corpus/components_i_cabinzone_dynamic.frees","true","odevalue;finalvalue;CabinZone;Convection;MoistAirSink;MoistAirSource;ThermalSource"
"fixtures/corpus/components_signal_harness_smoke.frees","true",""
"fixtures/corpus/components_signal_lookup_maps.frees","true","SigConstant;SigMap;SigMap2"
"fixtures/corpus/components_signal_math_blocks.frees","true","SigAbs;SigBias;SigConstant;SigDeadband;SigDiff;SigDivide;SigGain;SigMax;SigMin;SigProduct;SigSaturation;SigSum"
"fixtures/corpus/components_signal_switch_relay.frees","true","r2;SigConstant;SigRelay;SigSwitch"
"fixtures/corpus/components_user_defined_type.frees","true",""
"fixtures/corpus/components_wave10_counterbalance.frees","true","CounterbalanceValve"
"fixtures/corpus/components_wave10_species_chain.frees","true","CombustorSpecies;GasMixerN"
"fixtures/corpus/components_wave2_capillary_tube.frees","true","enthalpy;temperature;CapillaryTube;TwoPhasePressureSink"
"fixtures/corpus/components_wave2_ejector_oilsep.frees","true","enthalpy;OilSeparator;TwoPhaseEjector;TwoPhaseSink;TwoPhaseSourcePH"
"fixtures/corpus/components_wave2_flash_tank.frees","true","FlashTank;TwoPhaseSink;TwoPhaseSource"
"fixtures/corpus/components_wave2_liquid_tms.frees","true","sqrt;enthalpy;LiquidCheckValve;LiquidPumpMap;LiquidSink;LiquidSource;LiquidThermostat;LiquidThreeWayValve"
"fixtures/corpus/components_wave2_reversing_valve.frees","true","ReversingValve;TwoPhaseSink;TwoPhaseSourcePH"
"fixtures/corpus/components_wave2_short_tube_choke.frees","true","sqrt;density;enthalpy;temperature;TwoPhasePressureSink;TwoPhaseShortTube"
"fixtures/corpus/components_wave3_aux_electrical.frees","true","Battery;ChargerCCCV;CurrentSource;Electrolyzer;Ground;HarnessResistance;Resistor;SigConstant;SolarArray;ThermalFuse;ThermalSource"
"fixtures/corpus/components_wave3_motor_inverter_dcdc.frees","true","inv;DCDCConverter;Ground;InverterLoss;MechGround;MotorMap;Resistor;SigConstant;SpeedSource;ThermalSource;VoltageSource"
"fixtures/corpus/components_wave4_kinematic_pairs.frees","true","BeltDrive;Brake;Lever;MechGround;RackPinion;RotationalDamper;ScrewDrive;SigConstant;SpeedSource;TorqueSource;TransDamper;TransGround"
"fixtures/corpus/components_wave4_torque_converter_diff.frees","true","Differential;MechGround;RotationalDamper;SpeedSource;TorqueConverter"
"fixtures/corpus/components_wave5_hydraulic_motor.frees","true","HydraulicMotor;HydraulicSupply;HydraulicTank;MechGround;SpeedSource"
"fixtures/corpus/components_wave5_hydraulic_valves.frees","true","sqrt;friction_factor;reynolds;HydraulicCheckValve;HydraulicFlowControl;HydraulicFlowDivider;HydraulicPipe;HydraulicResistance;HydraulicSequenceValve;HydraulicSupply;HydraulicTank"
"fixtures/corpus/components_wave6_radiation_peltier.frees","true","CurrentSource;Ground;HeatPipe;PeltierTEC;RadiationTwoSurface;ThermalSource;ThermalSwitch"
"fixtures/corpus/components_wave7_auto_transmission.frees","true","AutomaticTransmission;Gear;MechGround;SigConstant;SpeedSource"
"fixtures/corpus/components_wave7_freewheel.frees","true","Freewheel;MechGround;SpeedSource"
"fixtures/corpus/components_wave7_gearbox_mvem.frees","true","GearboxScheduled;MeanValueEngine;MechGround;SigConstant;SpeedSource;TorqueSource"
"fixtures/corpus/components_wave7_hybrid_ecms.frees","true","Ground;HybridPowerSplit;MechGround;SigConstant;SpeedSource;SupervisoryECMS;ThermalSource;VoltageSource"
"fixtures/corpus/components_wave7_tire_pacejka.frees","true","DriveCycleSource;MechGround;SpeedSource;TireLongitudinal;TirePacejka"
"fixtures/corpus/components_wave8_hydro_turbine.frees","true","HydroTurbine;LiquidSink;LiquidSource;MechGround;SpeedSource"
"fixtures/corpus/components_wave8_pv_mppt.frees","true","Ground;MPPTBlock;PVSingleDiode;SigConstant;VoltageSource"
"fixtures/corpus/components_wave8_windrotor.frees","true","MechGround;SigConstant;SpeedSource;WindRotor"
"fixtures/corpus/compressible-flow-wired-through-solver-and-inverted-by-newton.frees","true","p0_p"
"fixtures/corpus/compressible-isentropic.frees","true","t0_t;p0_p;rho0_rho;a_astar;mach_a_astar"
"fixtures/corpus/compressible-normal-shock.frees","true","m2_shock;p2_p1_shock;t2_t1_shock;rho2_rho1_shock;p02_p01_shock"
"fixtures/corpus/compressible-oblique-expansion.frees","true","sin;m2_shock;prandtlmeyer;mach_prandtlmeyer;machangle;theta_oblique;beta_oblique"
"fixtures/corpus/compressible-rayleigh-fanno.frees","true","rayleigh_t0_t0star;rayleigh_t_tstar;rayleigh_p_pstar;rayleigh_p0_p0star;fanno_t_tstar;fanno_p_pstar;fanno_p0_p0star;fanno_fld"
"fixtures/corpus/compressible_area_ratio_below_one_rejected.frees","true","mach_a_astar"
"fixtures/corpus/compressible_area_ratio_beyond_bracket_rejected.frees","true","mach_a_astar"
"fixtures/corpus/compressible_k_below_one_rejected.frees","true","t0_t"
"fixtures/corpus/compressible_oblique_detached_rejected.frees","true","beta_oblique"
"fixtures/corpus/compressible_prandtl_meyer_beyond_bracket_rejected.frees","true","mach_prandtlmeyer"
"fixtures/corpus/compressible_zero_mach_rejected.frees","true","t0_t"
"fixtures/corpus/constants.frees","true",""
"fixtures/corpus/control-analysis-report.frees","true","step;bode;nyquist;margin;pole;zero"
"fixtures/corpus/control-system-conversions-round-trip-tf2ss-and-ss2tf.frees","true","tf2ss;ss2tf"
"fixtures/corpus/control-system-conversions-tf2zp-converts-correctly.frees","true","tf2zp"
"fixtures/corpus/control-system-conversions-zp2tf-converts-correctly.frees","true","zp2tf"
"fixtures/corpus/control-system-interconnection-car-cruise-control-example-system.frees","true","ss2tf;series;feedback"
"fixtures/corpus/control-system-interconnection-feedback-connection-default-negative.frees","true","feedback"
"fixtures/corpus/control-system-interconnection-feedback-connection-negative.frees","true","feedback"
"fixtures/corpus/control-system-interconnection-feedback-connection-positive.frees","true","feedback"
"fixtures/corpus/control-system-interconnection-parallel-connection-of-two-systems.frees","true","parallel"
"fixtures/corpus/control-system-interconnection-series-connection-of-two-systems.frees","true","series"
"fixtures/corpus/controller-design-lqr-pid.frees","true","lqr;pidtune;pole"
